COST_CENTER,COST_CENTER_DEPARTMENT,COST_CENTER_NT2,PROVINCE,PROVINCE (THAI),ZIPCODE,กลุ่มงาน,ส่วน,ฝ่าย,สายงาน,อักษรย่อส่วน,อักษรย่อฝ่าย,COST_CENTER_NT1.5,ส่วน 1.5,สายงาน 1.5,กลุ่มงาน 1.5,ฝ่าย 1.5,อักษรย่อฝ่าย 1.5,หมายเหตุ
2K10602,2K10600,SG000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มกลยุทธ์องค์กร,ส่วนพัฒนากระบวนการหลัก,ฝ่ายบริหารการเปลี่ยนแปลง,สายงานกลยุทธ์,กบย.,บย.,2K10602,ส่วนพัฒนากระบวนการหลัก,สายงานกลยุทธ์,กลุ่มกลยุทธ์องค์กร,ฝ่ายบริหารการเปลี่ยนแปลง,บย.,
2K10603,2K10600,SG000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มกลยุทธ์องค์กร,ส่วนพัฒนากระบวนการสนับสนุน,ฝ่ายบริหารการเปลี่ยนแปลง,สายงานกลยุทธ์,สบย.,บย.,2K10603,ส่วนพัฒนากระบวนการสนับสนุน,สายงานกลยุทธ์,กลุ่มกลยุทธ์องค์กร,ฝ่ายบริหารการเปลี่ยนแปลง,บย.,
2K10604,2K10600,SG000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มกลยุทธ์องค์กร,ส่วนบูรณาการดิจิทัล,ฝ่ายบริหารการเปลี่ยนแปลง,สายงานกลยุทธ์,ดบย.,บย.,2K10604,ส่วนบูรณาการดิจิทัล,สายงานกลยุทธ์,กลุ่มกลยุทธ์องค์กร,ฝ่ายบริหารการเปลี่ยนแปลง,บย.,
1M00000,1M00000,M0005,Bangkok,กรุงเทพมหานคร,10210,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,รจญ.ก.,ก.,1M00000,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,ก.,
1M10000,1M10000,M0000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,ชจญ.ก.,ก.,1M10000,กลุ่มทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ก.,
1M00100,1M00100,MA000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,บก.,บก.,1M00100,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,บก.,
1M00105,1M00100,MA000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ส่วนบริหารค่าตอบแทน,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,ตบก.,บก.,1M00105,ส่วนบริหารค่าตอบแทน,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,บก.,
1M00109,1M00100,MA000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ส่วนกลยุทธ์ทรัพยากรบุคคลและระบบสารสนเทศ,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,กบก.,บก.,1M00109,ส่วนกลยุทธ์ทรัพยากรบุคคลและระบบสารสนเทศ,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,บก.,
1M00115,1M00100,MA000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ส่วนบริหารอัตรากำลัง,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,อบก.,บก.,1M00115,ส่วนบริหารอัตรากำลัง,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,บก.,
1M00116,1M00100,MA000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ส่วนบริหารสายอาชีพ,ฝ่ายบริหารทรัพยากรบุคคล,สายงานทรัพยากรบุคคล,ชบก.,บก.,1M00116,ส่วนบริหารสายอาชีพ,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายบริหารทรัพยากรบุคคล,บก.,
1M00200,1M00200,MI000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มทรัพยากรบุคคล,ฝ่ายสถาบันวิชาการ,ฝ่ายสถาบันวิชาการ,สายงานทรัพยากรบุคคล,สก.,สก.,1M00200,ฝ่ายสถาบันวิชาการ,สายงานทรัพยากรบุคคล,กลุ่มทรัพยากรบุคคล,ฝ่ายสถาบันวิชาการ,สก.,
